[{'measurement': 'enviro', 'fields': {'temperature': 31.14126585583947, 'pressure': 1009.873464924763, 'humidity': 21.70817008209874, 'pm_1': 340, 'pm_2.5': 675, 'pm_10': 772}}]
[{'measurement': 'enviro', 'fields': {'temperature': 31.03148057295914, 'pressure': 1009.8859450897971, 'humidity': 21.845336406150565, 'pm_1': 340, 'pm_2.5': 675, 'pm_10': 772}}]
[{'measurement': 'enviro', 'fields': {'temperature': 31.03372763881962, 'pressure': 1009.8773599038173, 'humidity': 21.797194228767395, 'pm_1': 340, 'pm_2.5': 675, 'pm_10': 772}}]
[{'measurement': 'enviro', 'fields': {'temperature': 30.78976081355686, 'pressure': 1009.8631756594197, 'humidity': 22.036426390576324, 'pm_1': 336, 'pm_2.5': 674, 'pm_10': 766}}]
[{'measurement': 'enviro', 'fields': {'temperature': 30.63375079319967, 'pressure': 1009.8798334318666, 'humidity': 22.25944593760158, 'pm_1': 336, 'pm_2.5': 674, 'pm_10': 766}}]
[{'measurement': 'enviro', 'fields': {'temperature': 30.59811891263837, 'pressure': 1009.8593855425471, 'humidity': 22.285031939507913, 'pm_1': 336, 'pm_2.5': 674, 'pm_10': 766}}]
[{'measurement': 'enviro', 'fields': {'temperature': 30.522361087004196, 'pressure': 1009.8721241446715, 'humidity': 22.402359524686812, 'pm_1': 335, 'pm_2.5': 685, 'pm_10': 780}}]
[{'measurement': 'enviro', 'fields': {'temperature': 30.64594909787156, 'pressure': 1009.8784705672083, 'humidity': 22.318890301643673, 'pm_1': 337, 'pm_2.5': 685, 'pm_10': 780}}]
[{'measurement': 'enviro', 'fields': {'temperature': 30.534238369041123, 'pressure': 1009.8789436546834, 'humidity': 22.23990208383375, 'pm_1': 336, 'pm_2.5': 683, 'pm_10': 776}}]
[{'measurement': 'enviro', 'fields': {'temperature': 30.388180008859695, 'pressure': 1009.8748445293268, 'humidity': 22.45027376201659, 'pm_1': 336, 'pm_2.5': 670, 'pm_10': 756}}]
[{'measurement': 'enviro', 'fields': {'temperature': 30.641775993456964, 'pressure': 1009.8648480899246, 'humidity': 22.19309793666998, 'pm_1': 328, 'pm_2.5': 652, 'pm_10': 737}}]
[{'measurement': 'enviro', 'fields': {'temperature': 30.67034571214026, 'pressure': 1009.8618363639807, 'humidity': 22.179817415328262, 'pm_1': 334, 'pm_2.5': 653, 'pm_10': 735}}]
[{'measurement': 'enviro', 'fields': {'temperature': 30.56987022449014, 'pressure': 1009.8472591638082, 'humidity': 22.304286469995056, 'pm_1': 333, 'pm_2.5': 650, 'pm_10': 730}}]
[{'measurement': 'enviro', 'fields': {'temperature': 30.617700394816712, 'pressure': 1009.8472283231848, 'humidity': 22.182180118024075, 'pm_1': 321, 'pm_2.5': 633, 'pm_10': 710}}]
[{'measurement': 'enviro', 'fields': {'temperature': 30.33938693878356, 'pressure': 1009.8628631644708, 'humidity': 22.476408329681504, 'pm_1': 314, 'pm_2.5': 622, 'pm_10': 706}}]
[{'measurement': 'enviro', 'fields': {'temperature': 30.237948798216188, 'pressure': 1009.8657225320771, 'humidity': 22.408962849682023, 'pm_1': 315, 'pm_2.5': 616, 'pm_10': 701}}]
[{'measurement': 'enviro', 'fields': {'temperature': 30.508236753634833, 'pressure': 1009.8582367891826, 'humidity': 22.39698893589867, 'pm_1': 310, 'pm_2.5': 594, 'pm_10': 677}}]
[{'measurement': 'enviro', 'fields': {'temperature': 30.06300037314977, 'pressure': 1009.8656098316166, 'humidity': 22.913915759148537, 'pm_1': 306, 'pm_2.5': 587, 'pm_10': 664}}]
[{'measurement': 'enviro', 'fields': {'temperature': 29.20688148175707, 'pressure': 1009.8460996176051, 'humidity': 24.09836113573075, 'pm_1': 302, 'pm_2.5': 580, 'pm_10': 651}}]
[{'measurement': 'enviro', 'fields': {'temperature': 28.656363106917798, 'pressure': 1009.8678503780111, 'humidity': 24.96795698659507, 'pm_1': 302, 'pm_2.5': 580, 'pm_10': 651}}]
[{'measurement': 'enviro', 'fields': {'temperature': 29.225178651337863, 'pressure': 1009.8389648588832, 'humidity': 24.169349636266432, 'pm_1': 302, 'pm_2.5': 580, 'pm_10': 651}}]
[{'measurement': 'enviro', 'fields': {'temperature': 29.42387973078369, 'pressure': 1009.8291205572161, 'humidity': 23.856424271966915, 'pm_1': 298, 'pm_2.5': 576, 'pm_10': 647}}]
[{'measurement': 'enviro', 'fields': {'temperature': 29.37123513743156, 'pressure': 1009.8472295410252, 'humidity': 23.94227946502582, 'pm_1': 298, 'pm_2.5': 576, 'pm_10': 647}}]
[{'measurement': 'enviro', 'fields': {'temperature': 29.11571669187763, 'pressure': 1009.8527806619693, 'humidity': 24.24542992433313, 'pm_1': 298, 'pm_2.5': 576, 'pm_10': 647}}]
[{'measurement': 'enviro', 'fields': {'temperature': 29.13529785380242, 'pressure': 1009.8477094927321, 'humidity': 24.214772712232318, 'pm_1': 304, 'pm_2.5': 591, 'pm_10': 660}}]
[{'measurement': 'enviro', 'fields': {'temperature': 29.44923902751798, 'pressure': 1009.8350020136635, 'humidity': 23.795586043738066, 'pm_1': 304, 'pm_2.5': 591, 'pm_10': 660}}]
[{'measurement': 'enviro', 'fields': {'temperature': 30.069741498869757, 'pressure': 1009.8451301555376, 'humidity': 23.039418300504913, 'pm_1': 304, 'pm_2.5': 591, 'pm_10': 660}}]
[{'measurement': 'enviro', 'fields': {'temperature': 30.534880384330698, 'pressure': 1009.7861212990169, 'humidity': 22.39580696673163, 'pm_1': 307, 'pm_2.5': 595, 'pm_10': 670}}]
